"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Project's Latitude","Project's Longitude","place2020","Total Number of Units","Total Low-Income Units","Placed-In-Service Year","Credit Allocation Year","For-profit/non-profit Sponsor","Credit Type","Home Investment Partnership Funds","Community Development Block Grant (CDBG) Funds","FHA-insured Loan","Part of a HOPE VI Development","Dollar Amount of HOME Funds","Dollar Amount of CDBG Funds","Dollar Amount of HOPEVI Funds","Annual LIHTC Allocation Amount"
"CAA20000730","WILSHIRE COURTYARD","2848 SUNSET PL","LOS ANGELES","CA","90005","Los Angeles County","34.060628","-118.285759","44000","102","101","2000","1998","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","722860"
"CAA20000741","AURORA VILLAGE I","43862 15TH ST W","LANCASTER","CA","93534","Los Angeles County","34.680391","-118.156528","40130","132","129","2000","1998","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","943547"
"CAA20000745","CARLTON COURT APTS","5443 CARLTON WAY","LOS ANGELES","CA","90027","Los Angeles County","34.100676","-118.308471","44000","61","60","2000","1998","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","398858"
"CAA20000750","EUGENE THOMAS MANOR","2208 S WESTERN AVE","LOS ANGELES","CA","90018","Los Angeles County","34.035749","-118.308768","44000","38","37","2000","1998","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","410181"
"CAA20000753","HEAVENLY VISION SENIOR HOUSING LP","9500 S BROADWAY","LOS ANGELES","CA","90003","Los Angeles County","33.950085","-118.277928","44000","46","45","2000","1997","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","328676"
"CAA20000754","IROLO SENIOR HOUSING","770 IROLO ST","LOS ANGELES","CA","90005","Los Angeles County","34.058","-118.300707","44000","47","46","2000","1998","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","389671"
"CAA20000757","KINGS VILLAGES","1141 N FAIR OAKS AVE","PASADENA","CA","91103","Los Angeles County","34.165767","-118.150846","56000","313","312","2000","2000","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1230767"
"CAA20000769","SIERRA VIEW GARDENS","37850 20TH ST E","PALMDALE","CA","93550","Los Angeles County","34.569957","-118.093764","55156","144","142","2000","1998","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","984212"
"CAA20000774","WASHINGTON COURT FAMILY","1717 E 103RD ST","LOS ANGELES","CA","90002","Los Angeles County","33.943377","-118.242023","44000","102","100","2000","1999","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","233689"
"CAA20010010","ADAMS CITY LIGHTS","4471 W ADAMS BLVD","LOS ANGELES","CA","90016","Los Angeles County","34.03273","-118.337524","44000","31","30","2001","1999","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","514531"
"CAA20010020","ALEGRIA","2737 W SUNSET BLVD","LOS ANGELES","CA","90026","Los Angeles County","34.081422","-118.271057","44000","45","44","2001","1999","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","273770"
"CAA20010025","AMISTAD","1953 ESTRELLA AVE","LOS ANGELES","CA","90007","Los Angeles County","34.034002","-118.275569","44000","23","23","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","250664"
"CAA20010030","ANGELS CITY LIGHTS","13915 OXNARD ST","VAN NUYS","CA","91401","Los Angeles County","34.179564","-118.435914","44000","49","39","2001","2000","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","729080"
"CAA20010040","AVALON TERRACE NICOLET","4027 NICOLET AVE","LOS ANGELES","CA","90008","Los Angeles County","34.013196","-118.351039","44000","38","31","2001","2000","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","388586"
"CAA20010045","BENTON GREEN APTS","528 N BENTON WAY","LOS ANGELES","CA","90026","Los Angeles County","34.075496","-118.273816","44000","38","37","2001","1998","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","230741"
"CAA20010060","BIRCHCREST APTS","8525 PARAMOUNT BLVD","DOWNEY","CA","90240","Los Angeles County","33.966783","-118.116523","19766","64","62","2001","2001","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","144171"
"CAA20010065","BRANDON APTS","735 HARTFORD AVE","LOS ANGELES","CA","90017","Los Angeles County","34.051435","-118.26799","44000","32","31","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","368498"
"CAA20010090","CARSON TERRACE","632 E 219TH ST","CARSON","CA","90745","Los Angeles County","33.828602","-118.265044","11530","62","61","2001","1999","Non-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","260139"
"CAA20010095","CASA DE CANOGA APTS","20717 VANOWEN ST","CANOGA PARK","CA","91306","Los Angeles County","34.193932","-118.584255","44000","102","101","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","591774"
"CAA20010125","CLAREMONT VILLAGE APTS","965 W ARROW HWY","CLAREMONT","CA","91711","Los Angeles County","34.090513","-117.73206","13756","150","149","2001","2000","For-Profit Sponsor","30% Present Value Credit","No","No","No","No","0","0","0","402043"
"CAA20010155","DETROIT STREET SENIOR HOUSING","1212 N DETROIT ST","WEST HOLLYWOOD","CA","90046","Los Angeles County","34.09276","-118.344974","84410","10","10","2001","1999","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","101492"
"CAA20010160","DEWEY HOTEL","721 S MAIN ST","LOS ANGELES","CA","90014","Los Angeles County","34.043556","-118.252256","44000","43","42","2001","2000","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","216658"
"CAA20010165","DON CARLOS APTS","5226 HOLLYWOOD BLVD","LOS ANGELES","CA","90027","Los Angeles County","34.101584","-118.304477","44000","30","23","2001","2000","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","141937"
"CAA20010170","DOWNEY SENIOR APTS","8133 THIRD ST","DOWNEY","CA","90241","Los Angeles County","33.943507","-118.134585","19766","31","29","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","329181"
"CAA20010235","HERITAGE PARK ON WOODMAN","7840 WOODMAN AVE","PANORAMA CITY","CA","91402","Los Angeles County","34.213489","-118.430707","44000","155","153","2001","2001","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","411787"
"CAA20010255","HOPE VILLAGE","1031 S HOPE ST","LOS ANGELES","CA","90015","Los Angeles County","34.043245","-118.262362","44000","67","65","2001","1999","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","407609"
"CAA20010280","LA PUENTE PARK APTS","14730 PRICHARD ST","LA PUENTE","CA","91744","Los Angeles County","34.037254","-117.968181","40340","132","131","2001","2001","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","436555"
"CAA20010290","LINCOLN HOTEL","549 CERES AVE","LOS ANGELES","CA","90013","Los Angeles County","34.040568","-118.240924","44000","41","40","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","335503"
"CAA20010295","MAGNOLIA CITY LIGHTS","2885 LEEWARD AVE","LOS ANGELES","CA","90005","Los Angeles County","34.058879","-118.286425","44000","54","53","2001","2000","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","390139"
"CAA20010310","MARYLAND APTS","1340 MARYLAND ST","LOS ANGELES","CA","90017","Los Angeles County","34.056075","-118.261914","44000","30","29","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","274402"
"CAA20010340","NOBLE SENIOR HOUSING","15100 MOORPARK ST","SHERMAN OAKS","CA","91403","Los Angeles County","34.153947","-118.462308","44000","85","84","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","734848"
"CAA20010365","ORANGE TREE VILLAGE","2418 E EL SEGUNDO BLVD","COMPTON","CA","90222","Los Angeles County","33.916039","-118.227963","85614","21","20","2001","1999","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","363728"
"CAA20010375","PARK PLAZA SENIOR APTS","6755 RHODES AVE","NORTH HOLLYWOOD","CA","91606","Los Angeles County","34.192757","-118.403263","44000","203","200","2001","1999","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","1765562"
"CAA20010495","SIMPSON ARBOR APTS","7507 SIMPSON AVE","NORTH HOLLYWOOD","CA","91605","Los Angeles County","34.206549","-118.389174","44000","83","82","2001","2000","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","581030"
"CAA20010500","SONYA GARDENS APTS","8621 DENVER AVE","LOS ANGELES","CA","90044","Los Angeles County","33.959753","-118.284085","44000","60","59","2001","2000","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","268283"
"CAA20010505","SOUTHERN HOTEL","412 E FIFTH ST","LOS ANGELES","CA","90013","Los Angeles County","34.044316","-118.24473","44000","55","53","2001","1998","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","297052"
"CAA20010535","HOOVER HOTEL","7035 GREENLEAF AVE","WHITTIER","CA","90602","Los Angeles County","33.978285","-118.037559","85292","50","49","2001","1999","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","484122"
"CAA20010560","VICTORY GARDENS","13436 VICTORY BLVD","VAN NUYS","CA","91401","Los Angeles County","34.186512","-118.425859","44000","15","15","2001","2000","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","221688"
"CAA20010595","VILLAGE POINTE APTS","43732 CHALLENGER WAY","LANCASTER","CA","93535","Los Angeles County","34.677377","-118.11222","40130","200","199","2001","2000","For-Profit Sponsor","70% Present Value Credit","No","No","No","No","0","0","0","612878"
"CAA20010655","WILLOW TREE VILLAGES","12000 FOOTHILL BLVD","SYLMAR","CA","91342","Los Angeles County","34.276296","-118.397269","44000","49","48","2001","1999","For-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","850876"
"CAA20010662","ADAMS SENIOR GARDENS","1755 W ADAMS BLVD","LOS ANGELES","CA","90018","Los Angeles County","34.032878","-118.301957","44000","38","36","2001","1999","Non-Profit Sponsor","70% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","69352"
"CAA20010663","BEVERLY TOWERS","1315 W BEVERLY BLVD","MONTEBELLO","CA","90640","Los Angeles County","34.018251","-118.112075","48816","189","189","2001","2003","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","383914"
"CAA20010667","DETROIT STREET FAMILY HOUSING","1155 N DETROIT ST","WEST HOLLYWOOD","CA","90046","Los Angeles County","34.092017","-118.345359","84410","10","9","2001","2002","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","73364"
"CAA20010671","LA BREA GARDENS","5120 EXPOSITION BLVD","LOS ANGELES","CA","90016","Los Angeles County","34.024583","-118.355873","44000","185","182","2001","2000","For-Profit Sponsor","30% Present Value Credit","Status Not Available","Status Not Available","Status Not Available","Status Not Available","","","","275446"
